abs	bigint	bigint	scalar	true	Absolute value
abs	decimal(p,s)	decimal(p,s)	scalar	true	Absolute value
abs	double	double	scalar	true	Absolute value
abs	integer	integer	scalar	true	Absolute value
abs	number	number	scalar	true	Absolute value
abs	real	real	scalar	true	Absolute value
abs	smallint	smallint	scalar	true	Absolute value
abs	tinyint	tinyint	scalar	true	Absolute value
acos	double	double	scalar	true	Arc cosine
all_match	boolean	array(t), function(t,boolean)	scalar	true	Returns true if all elements of the array match the given predicate
any_match	boolean	array(t), function(t,boolean)	scalar	true	Returns true if the array contains one or more elements that match the given predicate
any_value	t	t	aggregate	true	Return an arbitrary non-null input value
any_value	t	t	aggregate	true	Return an arbitrary non-null input value
approx_distinct	bigint	boolean	aggregate	true	
approx_distinct	bigint	boolean, double	aggregate	true	
approx_distinct	bigint	t	aggregate	true	
approx_distinct	bigint	t, double	aggregate	true	
approx_distinct	bigint	unknown	aggregate	true	
approx_distinct	bigint	unknown, double	aggregate	true	
approx_most_frequent	map(bigint,bigint)	bigint, bigint, bigint	aggregate	true	
approx_most_frequent	map(varchar,bigint)	bigint, varchar, bigint	aggregate	true	
approx_percentile	array(bigint)	bigint, array(double)	aggregate	true	
approx_percentile	array(bigint)	bigint, double, array(double)	aggregate	true	
approx_percentile	array(double)	double, array(double)	aggregate	true	
approx_percentile	array(double)	double, double, array(double)	aggregate	true	
approx_percentile	array(real)	real, array(double)	aggregate	true	
approx_percentile	array(real)	real, double, array(double)	aggregate	true	
approx_percentile	bigint	bigint, double	aggregate	true	
approx_percentile	bigint	bigint, double, double	aggregate	true	
approx_percentile	bigint	bigint, double, double, double	aggregate	true	
approx_percentile	double	double, double	aggregate	true	
approx_percentile	double	double, double, double	aggregate	true	
approx_percentile	double	double, double, double, double	aggregate	true	
approx_percentile	real	real, double	aggregate	true	
approx_percentile	real	real, double, double	aggregate	true	
approx_percentile	real	real, double, double, double	aggregate	true	
approx_set	hyperloglog	bigint	aggregate	true	
approx_set	hyperloglog	double	aggregate	true	
approx_set	hyperloglog	varchar(x)	aggregate	true	
arbitrary	t	t	aggregate	true	Return an arbitrary non-null input value
arbitrary	t	t	aggregate	true	Return an arbitrary non-null input value
array_agg	array(t)	t	aggregate	true	return an array of values
array_distinct	array(e)	array(e)	scalar	true	Remove duplicate values from the given array
array_except	array(e)	array(e), array(e)	scalar	true	Returns an array of elements that are in the first array but not the second, without duplicates.
array_first	e	array(e)	scalar	true	Get the first element of an array
array_first	e	array(e), function(e,boolean)	scalar	true	Get the first element of an array matching the given predicate
array_histogram	map(t,bigint)	array(t)	scalar	true	Return a map containing the counts of the elements in the array
array_intersect	array(e)	array(e), array(e)	scalar	true	Intersects elements of the two given arrays
array_join	varchar	array(e), varchar	scalar	true	Concatenates the elements of the given array using a delimiter and an optional string to replace nulls
array_join	varchar	array(e), varchar, varchar	scalar	true	Concatenates the elements of the given array using a delimiter and an optional string to replace nulls
array_last	e	array(e)	scalar	true	Get the last element of an array
array_max	t	array(t)	scalar	true	Get maximum value of array
array_min	t	array(t)	scalar	true	Get minimum value of array
array_position	bigint	array(t), t	scalar	true	Returns the position of the first occurrence of the given value in array (or 0 if not found)
array_remove	array(e)	array(e), e	scalar	true	Remove specified values from the given array
array_sort	array(e)	array(e)	scalar	true	Sorts the given array in ascending order according to the natural ordering of its elements.
array_sort	array(t)	array(t), function(t,t,integer)	scalar	true	Sorts the given array with a lambda comparator.
array_union	array(e)	array(e), array(e)	scalar	true	Union elements of the two given arrays
arrays_overlap	boolean	array(e), array(e)	scalar	true	Returns true if arrays have common elements
asin	double	double	scalar	true	Arc sine
at_timezone	timestamp(p) with time zone	timestamp(p) with time zone, varchar(x)	scalar	true	
atan	double	double	scalar	true	Arc tangent
atan2	double	double, double	scalar	true	Arc tangent of given fraction
avg	decimal(p,s)	decimal(p,s)	aggregate	true	Calculates the average value
avg	double	bigint	aggregate	true	
avg	double	double	aggregate	true	
avg	interval day to second	interval day to second	aggregate	true	
avg	interval year to month	interval year to month	aggregate	true	
avg	number	number	aggregate	true	
avg	real	real	aggregate	true	Returns the average value of the argument
bar	varchar	double, bigint	scalar	true	
bar	varchar	double, bigint, color, color	scalar	true	
beta_cdf	double	double, double, double	scalar	true	Beta cdf given the a, b parameters and value
bit_count	bigint	bigint, bigint	scalar	true	Count number of set bits in 2's complement representation
bitwise_and	bigint	bigint, bigint	scalar	true	Bitwise AND in 2's complement arithmetic
bitwise_and_agg	bigint	bigint	aggregate	true	
bitwise_left_shift	bigint	bigint, integer	scalar	true	bitwise left shift
bitwise_left_shift	integer	integer, integer	scalar	true	bitwise left shift
bitwise_left_shift	smallint	smallint, integer	scalar	true	bitwise left shift
bitwise_left_shift	tinyint	tinyint, integer	scalar	true	bitwise left shift
bitwise_not	bigint	bigint	scalar	true	Bitwise NOT in 2's complement arithmetic
bitwise_or	bigint	bigint, bigint	scalar	true	Bitwise OR in 2's complement arithmetic
bitwise_or_agg	bigint	bigint	aggregate	true	
bitwise_right_shift	bigint	bigint, integer	scalar	true	bitwise logical right shift
bitwise_right_shift	integer	integer, integer	scalar	true	bitwise logical right shift
bitwise_right_shift	smallint	smallint, integer	scalar	true	bitwise logical right shift
bitwise_right_shift	tinyint	tinyint, integer	scalar	true	bitwise logical right shift
bitwise_right_shift_arithmetic	bigint	bigint, integer	scalar	true	bitwise arithmetic right shift
bitwise_right_shift_arithmetic	integer	integer, integer	scalar	true	bitwise arithmetic right shift
bitwise_right_shift_arithmetic	smallint	smallint, integer	scalar	true	bitwise arithmetic right shift
bitwise_right_shift_arithmetic	tinyint	tinyint, integer	scalar	true	bitwise arithmetic right shift
bitwise_xor	bigint	bigint, bigint	scalar	true	Bitwise XOR in 2's complement arithmetic
bitwise_xor_agg	bigint	bigint	aggregate	true	
bool_and	boolean	boolean	aggregate	true	
bool_and	boolean	boolean	aggregate	true	
bool_or	boolean	boolean	aggregate	true	
cardinality	bigint	array(e)	scalar	true	Returns the cardinality (length) of the array
cardinality	bigint	hyperloglog	scalar	true	Compute the cardinality of a HyperLogLog instance
cardinality	bigint	map(k,v)	scalar	true	Returns the cardinality (the number of key-value pairs) of the map
cardinality	bigint	setdigest	scalar	true	
cbrt	double	double	scalar	true	Cube root
ceil	bigint	bigint	scalar	true	Round up to nearest integer
ceil	bigint	bigint	scalar	true	Round up to nearest integer
ceil	decimal(rp,0)	decimal(p,s)	scalar	true	Round up to nearest integer
ceil	decimal(rp,0)	decimal(p,s)	scalar	true	Round up to nearest integer
ceil	double	double	scalar	true	Round up to nearest integer
ceil	double	double	scalar	true	Round up to nearest integer
ceil	integer	integer	scalar	true	Round up to nearest integer
ceil	integer	integer	scalar	true	Round up to nearest integer
ceil	number	number	scalar	true	Round up to nearest integer
ceil	number	number	scalar	true	Round up to nearest integer
ceil	real	real	scalar	true	Round up to nearest integer
ceil	real	real	scalar	true	Round up to nearest integer
ceil	smallint	smallint	scalar	true	Round up to nearest integer
ceil	smallint	smallint	scalar	true	Round up to nearest integer
ceil	tinyint	tinyint	scalar	true	Round up to nearest integer
ceil	tinyint	tinyint	scalar	true	Round up to nearest integer
ceiling	bigint	bigint	scalar	true	Round up to nearest integer
ceiling	bigint	bigint	scalar	true	Round up to nearest integer
ceiling	decimal(rp,0)	decimal(p,s)	scalar	true	Round up to nearest integer
ceiling	decimal(rp,0)	decimal(p,s)	scalar	true	Round up to nearest integer
ceiling	double	double	scalar	true	Round up to nearest integer
ceiling	double	double	scalar	true	Round up to nearest integer
ceiling	integer	integer	scalar	true	Round up to nearest integer
ceiling	integer	integer	scalar	true	Round up to nearest integer
ceiling	number	number	scalar	true	Round up to nearest integer
ceiling	number	number	scalar	true	Round up to nearest integer
ceiling	real	real	scalar	true	Round up to nearest integer
ceiling	real	real	scalar	true	Round up to nearest integer
ceiling	smallint	smallint	scalar	true	Round up to nearest integer
ceiling	smallint	smallint	scalar	true	Round up to nearest integer
ceiling	tinyint	tinyint	scalar	true	Round up to nearest integer
ceiling	tinyint	tinyint	scalar	true	Round up to nearest integer
checksum	varbinary	t	aggregate	true	Checksum of the given values
chr	varchar(1)	bigint	scalar	true	Convert Unicode code point to a string
codepoint	integer	varchar(1)	scalar	true	Returns Unicode code point of a single character string
color	color	double, color, color	scalar	true	
color	color	double, double, double, color, color	scalar	true	
color	color	varchar(x)	scalar	true	
combinations	array(array(t))	array(t), integer	scalar	true	Return n-element subsets from array
concat	array(E)	E, array(E)	scalar	true	Concatenates an element to an array
concat	array(E)	array(E)	scalar	true	Concatenates given arrays
concat	array(E)	array(E), E	scalar	true	Concatenates an array to an element
concat	char(u)	char(x), char(y)	scalar	true	Concatenates given character strings
concat	varbinary	varbinary	scalar	true	concatenates given varbinary values
concat	varchar	varchar	scalar	true	Concatenates given strings
concat_ws	varchar	varchar, array(varchar)	scalar	true	
concat_ws	varchar	varchar, varchar	scalar	true	Concatenates elements using separator
contains	boolean	array(t), t	scalar	true	Determines whether given value exists in the array
contains	boolean	varchar, ipaddress	scalar	true	Determines whether given IP address exists in the CIDR
contains_sequence	boolean	array(t), array(t)	scalar	true	Determines whether an array contains a sequence, with the values in the exact order
corr	double	double, double	aggregate	true	
corr	real	real, real	aggregate	true	
cos	double	double	scalar	true	Cosine
cosh	double	double	scalar	true	Hyperbolic cosine
cosine_distance	double	array(double), array(double)	scalar	true	Calculates the cosine distance between two vectors
cosine_distance	double	map(varchar,double), map(varchar,double)	scalar	true	Calculates the cosine distance between the give sparse vectors
cosine_similarity	double	array(double), array(double)	scalar	true	Calculates the cosine similarity between two vectors
cosine_similarity	double	map(varchar,double), map(varchar,double)	scalar	true	Cosine similarity between the given sparse vectors
count	bigint		aggregate	true	
count	bigint	t	aggregate	true	Counts the non-null values
count_if	bigint	boolean	aggregate	true	
covar_pop	double	double, double	aggregate	true	
covar_pop	real	real, real	aggregate	true	
covar_samp	double	double, double	aggregate	true	
covar_samp	real	real, real	aggregate	true	
crc32	bigint	varbinary	scalar	true	Compute CRC-32
create_hll	hyperloglog	bigint	scalar	true	
cume_dist	double		window	true	
current_date	date		scalar	true	Current date
current_groups	array(varchar)		scalar	true	Current groups of current user
current_timezone	varchar		scalar	true	Current time zone
custom_add	bigint	bigint, bigint	scalar	true	
custom_rank	bigint		window	true	
custom_sum	bigint	bigint	aggregate	true	
date	date	timestamp(p)	scalar	true	
date	date	timestamp(p) with time zone	scalar	true	
date	date	varchar(x)	scalar	true	
date_add	date	varchar(x), bigint, date	scalar	true	Add the specified amount of date to the given date
date_add	time(p)	varchar(x), bigint, time(p)	scalar	true	Add the specified amount of time to the given time
date_add	time(p) with time zone	varchar(x), bigint, time(p) with time zone	scalar	true	Add the specified amount of time to the given time
date_add	timestamp(p)	varchar(x), bigint, timestamp(p)	scalar	true	Add the specified amount of time to the given timestamp
date_add	timestamp(p) with time zone	varchar(x), bigint, timestamp(p) with time zone	scalar	true	Add the specified amount of time to the given timestamp
date_diff	bigint	varchar(x), date, date	scalar	true	Difference of the given dates in the given unit
date_diff	bigint	varchar(x), time(p) with time zone, time(p) with time zone	scalar	true	Difference of the given times in the given unit
date_diff	bigint	varchar(x), time(p), time(p)	scalar	true	Difference of the given times in the given unit
date_diff	bigint	varchar(x), timestamp(p) with time zone, timestamp(p) with time zone	scalar	true	Difference of the given times in the given unit
date_diff	bigint	varchar(x), timestamp(p), timestamp(p)	scalar	true	Difference of the given times in the given unit
date_format	varchar	timestamp(p) with time zone, varchar(x)	scalar	true	Formats the given timestamp by the given format
date_format	varchar	timestamp(p), varchar(x)	scalar	true	Formats the given timestamp by the given format
date_parse	timestamp(3)	varchar(x), varchar(y)	scalar	true	
date_trunc	date	varchar(x), date	scalar	true	Truncate to the specified precision in the session timezone
date_trunc	time(p)	varchar(x), time(p)	scalar	true	Truncate to the specified precision
date_trunc	time(p) with time zone	varchar(x), time(p) with time zone	scalar	true	Truncate to the specified precision
date_trunc	timestamp(p)	varchar(x), timestamp(p)	scalar	true	Truncate to the specified precision in the session timezone
date_trunc	timestamp(p) with time zone	varchar(x), timestamp(p) with time zone	scalar	true	Truncate to the specified precision
day	bigint	date	scalar	true	Day of the month of the given date
day	bigint	date	scalar	true	Day of the month of the given date
day	bigint	interval day to second	scalar	true	Day of the month of the given interval
day	bigint	interval day to second	scalar	true	Day of the month of the given interval
day	bigint	timestamp(p)	scalar	true	Day of the month of the given timestamp
